scenarioName,scenarioLoop,stepName,stepLoop,correlationId,requestTimeStamp,responseDelayMilliSec,responseTimeStamp,result,method
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,testRegisterClicked,0,"c8a1520d-8942-416d-8dd6-dcd39e31a793","2024-01-25T19:24:12.732323",12.0,"2024-01-25T19:24:12.744674",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,logout,0,"6df2c60e-7802-4884-8b52-8c7b47df7004","2024-01-25T19:24:12.927995",1.0,"2024-01-25T19:24:12.929018",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testGradeValidators,0,"4cf14a94-d364-4300-b473-72741145ecb9","2024-01-25T19:24:13.169790",2.0,"2024-01-25T19:24:13.171845",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckCorrectContent,0,"4da7f306-6a68-4328-822f-eed8acb951e2","2024-01-25T19:24:12.744104",2.0,"2024-01-25T19:24:12.746916",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testEditHTMLSuccess,0,"fe91abc6-b087-49b0-a3a3-901417724f6e","2024-01-25T19:24:12.964847",1.0,"2024-01-25T19:24:12.965875",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testEditHTMLSuccess,0,"64a8fa63-6a3d-437e-84b8-244f76eebae1","2024-01-25T19:24:12.727592",0.0,"2024-01-25T19:24:12.728476",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testEditHTMLSuccess,0,"f9d718fe-9c25-4579-85f1-b497f36b2eec","2024-01-25T19:24:12.506733",2.0,"2024-01-25T19:24:12.509053",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,testLoginSuccess,0,"e09597e9-4a27-4048-adf9-f4f1c8c7aa70","2024-01-25T19:24:12.508813",7.0,"2024-01-25T19:24:12.516701",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckCorrectContent,0,"49813f11-4ed2-45da-926a-c690cd33e8ee","2024-01-25T19:24:12.712162",1.0,"2024-01-25T19:24:12.713269",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testChangeFaculty,0,"bec4a96d-cedc-4f6d-86b9-ae1466cf1f02","2024-01-25T19:24:13.084389",1.0,"2024-01-25T19:24:13.085607",PASSED,
"de.ssherlock.system_tests.ui.facelets.ProfileUITest",0,testCorrectContent,0,"4f12705b-f8dd-40db-81a4-ae52fc1cb812","2024-01-25T19:24:12.740003",7.0,"2024-01-25T19:24:12.747888",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToMyCourses,0,"ce63a29f-6dda-4fbf-b8b1-698c62017070","2024-01-25T19:24:12.867929",2.0,"2024-01-25T19:24:12.870331",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testChangeFaculty,0,"8c851abf-267f-4994-8b37-ad967451445f","2024-01-25T19:24:12.852728",1.0,"2024-01-25T19:24:12.854555",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToHelp,0,"3550be67-a09c-44b7-a921-537992e14a4d","2024-01-25T19:24:12.701187",0.0,"2024-01-25T19:24:12.702157",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testChangeFaculty,0,"d54e95cf-5358-4f47-9242-cbef6f5e8d36","2024-01-25T19:24:12.707976",13.0,"2024-01-25T19:24:12.721733",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testUploadImageFailure,0,"23c38cbd-17a8-4b5b-a6d7-dce5a4f32208","2024-01-25T19:24:13.055411",2.0,"2024-01-25T19:24:13.057759",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckSearch,0,"9d19be46-a0be-46fb-811d-6306dd3acefc","2024-01-25T19:24:12.814839",0.0,"2024-01-25T19:24:12.815779",PASSED,
"de.ssherlock.system_tests.ui.facelets.PasswordResetUITest",0,testResetPassword,0,"bf14f1a7-d21f-4d3b-82f9-e42c74056438","2024-01-25T19:24:12.491535",15.0,"2024-01-25T19:24:12.507268",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToProfile,0,"5dcf2f0c-1abf-49d9-b2a6-718c60b2eabc","2024-01-25T19:24:12.973769",0.0,"2024-01-25T19:24:12.974498",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,testRegisterClicked,0,"173ba7c2-c4d5-472c-87e0-7e8e1680e2ca","2024-01-25T19:24:13.102914",0.0,"2024-01-25T19:24:13.103591",PASSED,
"de.ssherlock.system_tests.ui.facelets.FooterUITest",0,testFooter,0,"899bd721-f486-40aa-9aab-8c4c7de3b245","2024-01-25T19:24:12.491114",15.0,"2024-01-25T19:24:12.506851",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testCheckCorrectDates,0,"13fbfa77-4577-4418-b6e1-c0f4f5d2f8c3","2024-01-25T19:24:12.859216",0.0,"2024-01-25T19:24:12.859873",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckCorrectContent,0,"2a364fc0-811e-4ab8-be3a-f4ca5ecd378a","2024-01-25T19:24:12.948488",1.0,"2024-01-25T19:24:12.950408",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testPrevButton,0,"8f122007-82cd-4556-ba9b-df17b36cd924","2024-01-25T19:24:12.718869",11.0,"2024-01-25T19:24:12.730827",PASSED,
"de.ssherlock.system_tests.ui.facelets.FooterUITest",0,testFooter,0,"eda29742-9838-416a-9f05-38c5b2123cf6","2024-01-25T19:24:12.727997",0.0,"2024-01-25T19:24:12.728964",PASSED,
"de.ssherlock.system_tests.ui.facelets.PasswordResetUITest",0,testResetPassword,0,"38429604-bc27-44b3-a1f0-66c6012bc315","2024-01-25T19:24:13.075023",1.0,"2024-01-25T19:24:13.076316",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testPrevButton,0,"393c0d75-74de-4948-bb05-29e78f1956fe","2024-01-25T19:24:13.096127",11.0,"2024-01-25T19:24:13.107163",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testCheckCorrectDates,0,"bbe9e1ef-fd22-43d5-93c3-3edd16ed2509","2024-01-25T19:24:12.505180",1.0,"2024-01-25T19:24:12.506606",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testLastButton,0,"eaf386b6-244e-43c5-878e-a5acf463c7ad","2024-01-25T19:24:12.860168",3.0,"2024-01-25T19:24:12.863545",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckSearch,0,"42b46d8a-11ab-4692-b9cf-663ad4a0ff99","2024-01-25T19:24:12.495673",11.0,"2024-01-25T19:24:12.507161",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testSelectUser,0,"b13e8cdd-6808-44f0-ab52-064be8fe9c6a","2024-01-25T19:24:12.940553",1.0,"2024-01-25T19:24:12.941594",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testNextButton,0,"3f808362-7ecc-4f8b-b76c-8cada9e53c8d","2024-01-25T19:24:13.087731",1.0,"2024-01-25T19:24:13.089372",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,"testPasswordForgottenClicked",0,"9218b6aa-ae91-4c16-8027-161188b3a308","2024-01-25T19:24:12.731195",4.0,"2024-01-25T19:24:12.735889",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,"testPasswordForgottenClicked",0,"d00614d8-3a8b-44bd-9d73-b029bcea55c7","2024-01-25T19:24:12.512877",8.0,"2024-01-25T19:24:12.521690",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckCorrectContent,0,"40aea326-b762-4751-981e-b4a0e8d7ce72","2024-01-25T19:24:12.499347",7.0,"2024-01-25T19:24:12.507125",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,logout,0,"3988fb41-5708-46ab-9e78-6f092bb275c4","2024-01-25T19:24:13.155841",0.0,"2024-01-25T19:24:13.156533",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testSelectUser,0,"9a2abd09-ec43-4bcc-82a6-9b81cad238ad","2024-01-25T19:24:12.983575",0.0,"2024-01-25T19:24:12.984538",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckCorrectContent,0,"a7719c42-75f8-43b3-9cbb-d32b5c660518","2024-01-25T19:24:13.085678",2.0,"2024-01-25T19:24:13.088047",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,"testPasswordForgottenClicked",0,"db71a254-aabc-4ea6-8171-b9a011e7fead","2024-01-25T19:24:13.060411",1.0,"2024-01-25T19:24:13.061708",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testSelectUser,0,"2c093c53-1c1d-40b0-8117-898c4afb5665","2024-01-25T19:24:12.513238",1.0,"2024-01-25T19:24:12.514358",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToAdmin,0,"f683d302-d1e7-47d8-95e7-d60da21fc84a","2024-01-25T19:24:13.151399",2.0,"2024-01-25T19:24:13.153473",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testUploadImageSuccess,0,"593725a4-4c12-4a69-9e4b-5c4a0403252f","2024-01-25T19:24:12.492098",19.0,"2024-01-25T19:24:12.511599",PASSED,
"de.ssherlock.system_tests.ui.facelets.ProfileUITest",0,testCorrectContent,0,"0fde9e2a-eb1c-4a5d-bf78-7de485caba8d","2024-01-25T19:24:12.845078",2.0,"2024-01-25T19:24:12.847326",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToHelp,0,"87177327-7fe9-47d4-b8d9-f82111af7fe4","2024-01-25T19:24:12.927904",0.0,"2024-01-25T19:24:12.928854",PASSED,
"de.ssherlock.system_tests.ui.facelets.CheckerListUITest",0,"testCheckContentPagination",0,"e89f83db-9987-4fa9-a326-b68603ba9784","2024-01-25T19:24:12.856239",8.0,"2024-01-25T19:24:12.864277",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testNextButton,0,"064c431c-69a7-46f6-968c-dc54b586ca7e","2024-01-25T19:24:12.814297",1.0,"2024-01-25T19:24:12.815911",PASSED,
"de.ssherlock.system_tests.ui.facelets.RegistrationUITest",0,"testRegistrationValidators",0,"1c91f0f9-504c-4d94-950f-fef61516ef36","2024-01-25T19:24:12.491614",3273.0,"2024-01-25T19:24:15.764646",FAILED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testGradeValidators,0,"44f2e592-db81-4865-b3a1-87e841251cb1","2024-01-25T19:24:12.705191",5.0,"2024-01-25T19:24:12.711020",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testLastButton,0,"51383380-310c-4e26-a1df-725c6731380d","2024-01-25T19:24:12.501680",5.0,"2024-01-25T19:24:12.507350",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,testLoginSuccess,0,"018fcc6b-7fee-4faa-82d0-90b316e6c888","2024-01-25T19:24:12.517389",2.0,"2024-01-25T19:24:12.519628",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToAdmin,0,"34eb95fd-e1bd-4b38-8d73-b286e307b0e1","2024-01-25T19:24:12.973669",0.0,"2024-01-25T19:24:12.974485",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testCheckCorrectDates,0,"341c8d2e-3fb9-4e24-910f-12db8a7e5cde","2024-01-25T19:24:12.961064",2.0,"2024-01-25T19:24:12.963655",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckSearch,0,"95f2faa9-46e4-439a-912e-d6316e00d5b8","2024-01-25T19:24:13.171561",1.0,"2024-01-25T19:24:13.173006",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testPrevButton,0,"96af7614-0ed6-4dbd-be3e-a92edc050d91","2024-01-25T19:24:12.510772",1.0,"2024-01-25T19:24:12.512375",PASSED,
"de.ssherlock.system_tests.ui.facelets.CheckerListUITest",0,"testCheckContentPagination",0,"5be8e2bd-13b1-4c57-8686-8b391679c4c4","2024-01-25T19:24:12.740971",2.0,"2024-01-25T19:24:12.743266",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,testLoginSuccess,0,"a3e03028-db22-4dae-9841-8e1516c16dc8","2024-01-25T19:24:12.965890",1.0,"2024-01-25T19:24:12.967613",PASSED,
"de.ssherlock.system_tests.ui.facelets.RegistrationUITest",0,"testRegistrationValidators",0,"5ce8700a-f2b5-488d-9b64-9329b4b12a0a","2024-01-25T19:24:12.980948",2782.0,"2024-01-25T19:24:15.763753",FAILED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testNextButton,0,"5de26883-cae5-433a-98ae-ec3a85fb08ea","2024-01-25T19:24:12.859653",2.0,"2024-01-25T19:24:12.862435",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testGradeValidators,0,"ebeeff73-c8b6-43e4-a8ec-86f7dea6a4d0","2024-01-25T19:24:12.492518",25.0,"2024-01-25T19:24:12.517812",PASSED,
"de.ssherlock.system_tests.ui.facelets.ProfileUITest",0,testCorrectContent,0,"44aafcf4-1f64-4204-af3c-c82dc033e898","2024-01-25T19:24:12.491611",15.0,"2024-01-25T19:24:12.506973",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testChangeFaculty,0,"dadba95a-305e-44b1-8043-a6c68459a6a8","2024-01-25T19:24:12.988365",0.0,"2024-01-25T19:24:12.989106",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToMyCourses,0,"1e167cfc-8d3f-43f5-9b87-1566e6f2a3e9","2024-01-25T19:24:13.067598",0.0,"2024-01-25T19:24:13.068388",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckSearch,0,"19733573-3b5f-4b42-83a3-63ad96721200","2024-01-25T19:24:12.493472",13.0,"2024-01-25T19:24:12.507018",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToProfile,0,"ba0e8c0f-b60e-48b4-88da-a7294fce8b67","2024-01-25T19:24:12.492283",25.0,"2024-01-25T19:24:12.517341",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testCommentValidators,0,"1f3018e4-8fba-4ed7-8c62-4c9c1aa9bb9e","2024-01-25T19:24:12.935660",0.0,"2024-01-25T19:24:12.936300",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToAllCourses,0,"2d7e93c9-b7ba-4436-86ab-eb51b469eae6","2024-01-25T19:24:12.864739",1.0,"2024-01-25T19:24:12.866006",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,logout,0,"ae13be94-a874-4f19-bfb9-44910383e77e","2024-01-25T19:24:12.979809",0.0,"2024-01-25T19:24:12.980752",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testEditHTMLFailure,0,"93363f17-9ad9-41a8-a339-0fdad870df19","2024-01-25T19:24:13.044421",1.0,"2024-01-25T19:24:13.045938",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToHelp,0,"77a718c0-d919-4426-82f8-49045a394ee1","2024-01-25T19:24:12.973819",0.0,"2024-01-25T19:24:12.974500",PASSED,
"de.ssherlock.system_tests.ui.facelets.TestateUITest",0,testCommentValidators,0,"5fd3d02d-899c-480d-a6f2-892f15977f9c","2024-01-25T19:24:13.167849",0.0,"2024-01-25T19:24:13.168436",PASSED,
"de.ssherlock.system_tests.ui.facelets.PasswordResetUITest",0,testResetPassword,0,"5a65ad97-17bf-4247-9758-7eede4b91092","2024-01-25T19:24:12.700418",0.0,"2024-01-25T19:24:12.701284",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testLastButton,0,"b7da3fa9-ad40-4995-9dd7-e364c57e5360","2024-01-25T19:24:12.950800",2.0,"2024-01-25T19:24:12.953016",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckCorrectContent,0,"6b5857c6-b789-40f0-b0fc-551d02d80192","2024-01-25T19:24:12.854996",1.0,"2024-01-25T19:24:12.856402",PASSED,
"de.ssherlock.system_tests.ui.facelets.FooterUITest",0,testFooter,0,"a976dad0-34d1-4901-bfe7-0c3a9d685368","2024-01-25T19:24:12.869965",2.0,"2024-01-25T19:24:12.872073",PASSED,
"de.ssherlock.system_tests.ui.facelets.LoginUITest",0,"testPasswordForgottenClicked",0,"93a2c9d0-d0d7-4059-a55c-00560ec9f74d","2024-01-25T19:24:12.869715",1.0,"2024-01-25T19:24:12.871465",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testCheckSearch,0,"e47114f8-9fac-4a66-a831-4dafeee1b736","2024-01-25T19:24:12.856007",1.0,"2024-01-25T19:24:12.857997",PASSED,
"de.ssherlock.system_tests.ui.facelets.CourseUserPaginationUITest",0,testPrevButton,0,"2c4da7cd-5384-436c-9c5d-3a277012d73f","2024-01-25T19:24:12.949908",2.0,"2024-01-25T19:24:12.952286",PASSED,
"de.ssherlock.system_tests.ui.facelets.AdminUserPaginationUITest",0,testCheckSearch,0,"1887a268-f9be-4541-9b5f-5fe07b590316","2024-01-25T19:24:12.941296",1.0,"2024-01-25T19:24:12.942481",PASSED,
"de.ssherlock.system_tests.ui.facelets.NavbarUITest",0,navigateToProfile,0,"d9ccfafb-fdce-4ebb-a99e-b015b169dbbd","2024-01-25T19:24:12.701713",2.0,"2024-01-25T19:24:12.703714",PASSED,
"de.ssherlock.system_tests.ui.facelets.ExerciseDescriptionUITest",0,testEditHTMLFailure,0,"f8e3bf18-dd12-40a6-866c-089368ff8f1c","2024-01-25T19:24:12.727111",10.0,"2024-01-25T19:24:12.738108",PASSED,
"de.ssherlock.system_tests.ui.facelets.RegistrationUITest",0,"testRegistrationValidators",0,"e137d341-1bc3-4bd0-9738-095d9dd64fe2","2024-01-25T19:24:12.703438",3060.0,"2024-01-25T19:24:15.764176",FAILED,
"de.ssherlock.system_tests.ui.facelets.ProfileUITest",0,testCorrectContent,0,"231d3377-0e9d-4d11-a962-288ca240ecd3","2024-01-25T19:24:12.702653",12.0,"2024-01-25T19:24:12.714768",PASSED,
"de.ssherlock.system_tests.ui.facelets.ProfileUITest",0,testCorrectContent,0,"bb157756-3c96-45d7-9530-23f89223ba93","2024-01-25T19:24:12.930532",1.0,"2024-01-25T19:24:12.931737",PASSED,
